id_pedido,data_pedido,hora_pedido,cpf_cliente,telefone,segmento,produto,canal_venda,regiao,campanha,status_pedido,valor_plano,valor_fraude_estimado,qtd_sms_mes,media_historica_sms,variacao_sms_pct,uso_dados_gb,qtd_chargeback,score_credito,score_fraude,flag_fraude,tipo_fraude,em_blacklist,historico_fraudes_anteriores,regra_disparada,analista_responsavel,status_tratativa,data_fechamento,custo_operacional,mes_referencia,flag_novo_cliente,dias_desde_ativacao,qtd_linhas_ativas
PD-1000095,2025-12-11,23:19:08,457.760.049-08,(31) 995064062,Claro TV,Fibra 500MB,LOJA FÍSICA,SP-Capital,REC-200 - Automático,APROVADO,499.9,0.0,16,11.1,44.1,3.62,0,653,0.234,0,,0,0,,,,,0.0,2025-12,0,262,4
PD-1000096,2026-02-28,23:19:08,288.515.879-96,(85) 994797075,Claro Residencial,Controle,LOJA FÍSICA,BA,,BLOQUEADO,49.9,86.15,8,11.2,-28.6,13.44,0,506,0.816,1,Clonagem de SIM,0,0,CTR-53,,Em andamento,,137.89,2026-02,0,1505,1
PD-1000097,2025-04-13,23:19:08,411.739.348-35,(71) 994955170,Claro Residencial,Controle,LOJA FÍSICA,RJ,,APROVADO,499.9,0.0,7,2.8,150.0,17.2,0,520,0.247,0,,0,0,,Ana L.,,,0.0,2025-04,0,212,4
PD-1000098,2025-07-03,23:19:08,177.533.126-61,(11) 994202421,Claro Móvel,Pré-Pago,APP,SP-Interior,CAMP-VIP,PENDENTE,29.9,143.18,13,3.8,242.1,5.82,0,519,0.951,1,Fraude de Identidade,0,0,CTR-42,Juliana S.,Fechada,2025-07-22,28.23,2025-07,0,271,2
PD-1000099,2026-02-22,23:19:08,634.957.885-68,(61) 995902401,Claro Residencial,Combo Família,E-COMMERCE,PE,REC-200 - Automático,PENDENTE,29.9,0.0,2,6.3,-68.3,9.92,0,638,0.31,0,,0,0,,Carlos M.,,,0.0,2026-02,0,60,5
PD-1000100,2025-12-28,23:19:08,485.625.728-70,(41) 992493443,Claro TV,Pós-Pago,APP,SP-Capital,REC-100 - FPD,APROVADO,49.9,0.0,18,13.2,36.4,2.54,0,617,0.065,0,,0,0,,Pedro R.,,,0.0,2025-12,0,1813,6
PD-1000101,2025-10-13,23:19:08,409.150.863-21,(85) 991586664,NET,Controle,RETENÇÃO,RJ,PROMO-500 - Móvel,CANCELADO,199.9,995.18,2,12.3,-83.7,11.84,0,872,0.966,1,Fraude de Cancelamento,0,0,CTR-30,Carlos M.,,,84.39,2025-10,1,628,4
PD-1000102,2026-01-10,23:19:08,494.787.300-24,(51) 997927925,NET,Fibra 500MB,E-COMMERCE,SP-Interior,PROMO-500 - Móvel,PENDENTE,299.9,744.23,14,12.9,8.5,4.61,0,370,0.778,0,,1,5,CTR-28,Pedro R.,Em andamento,,136.44,2026-01,0,1514,6
PD-1000103,2026-03-17,23:19:08,464.203.625-86,(41) 991746388,Claro TV,Fibra 200MB,TELEVENDAS B2C,RS,,CANCELADO,499.9,5719.15,20,1.6,1150.0,17.84,0,898,0.939,1,Fraude Corporativa,0,0,CTR-12,,,2026-03-25,147.63,2026-03,0,1457,2
PD-1000104,2026-03-10,23:19:08,703.211.920-61,(41) 997078300,NET,Fibra 200MB,TELEVENDAS B2C,MG,PROMO-500 - Móvel,BLOQUEADO,149.9,1711.8,4,14.5,-72.4,14.68,0,762,0.924,1,Fraude de Identidade,0,0,CTR-61,Carlos M.,Fechada,,52.73,2026-03,0,415,1
PD-1000105,2025-05-04,23:19:08,363.212.347-64,(62) 990938272,Claro Móvel,CNPJ Avançado,LOJA FÍSICA,PE,,APROVADO,149.9,0.0,12,14.7,-18.4,1.53,0,773,0.19,0,,0,0,,Juliana S.,,,0.0,2025-05,0,1155,5
PD-1000106,2025-09-11,23:19:08,717.481.131-76,(61) 994049661,NET,Fibra 1GB,APP,DF,REC-200 - Automático,PENDENTE,199.9,0.0,8,14.2,-43.7,14.71,0,740,0.255,0,,0,0,,Juliana S.,,,0.0,2025-09,0,968,5
PD-1000107,2025-10-09,23:19:08,472.727.423-18,(41) 990053648,Claro Empresas,TV Plus,RETENÇÃO,BA,REC-100 - FPD,APROVADO,79.9,0.0,6,2.8,114.3,18.21,0,534,0.032,0,,0,0,,,,,0.0,2025-10,0,1718,5
PD-1000108,2025-05-09,23:19:08,524.914.168-60,(21) 993169687,Claro TV,Pré-Pago,RETENÇÃO,RS,,APROVADO,499.9,0.0,11,6.6,66.7,11.94,0,753,0.12,0,,0,0,,Ana L.,,,0.0,2025-05,1,1782,5
PD-1000109,2025-07-26,23:19:08,571.983.863-84,(11) 996401894,Claro TV,CNPJ Avançado,APP,BA,,BLOQUEADO,29.9,0.0,12,12.4,-3.2,3.33,0,713,0.1,0,,0,0,,,,,0.0,2025-07,0,508,3
PD-1000110,2025-05-24,23:19:08,467.046.226-81,(81) 991386477,Claro TV,Fibra 500MB,LOJA FÍSICA,PR,,BLOQUEADO,99.9,214.46,13,11.8,10.2,5.18,0,851,0.804,1,Fraude de Subscrição,0,0,CTR-12,,Aberta,2025-06-10,166.17,2025-05,0,291,2
PD-1000111,2025-09-30,23:19:08,080.100.623-12,(11) 993669507,Claro Empresas,TV HD,E-COMMERCE,CE,CAMP-VIP,APROVADO,149.9,0.0,10,6.1,63.9,3.97,0,733,0.199,0,,0,0,,Pedro R.,,,0.0,2025-09,0,1394,8
PD-1000112,2025-05-22,23:19:08,864.492.519-25,(51) 996575963,NET,Plano Família,TELEVENDAS B2C,RJ,,PENDENTE,199.9,0.0,0,6.8,-100.0,14.14,0,804,0.327,0,,0,0,,Ana L.,,,0.0,2025-05,0,948,8
PD-1000113,2026-01-15,23:19:08,170.166.088-01,(62) 995110305,NET,Fibra 1GB,LOJA FÍSICA,CE,,PENDENTE,29.9,0.0,0,13.8,-100.0,3.12,0,787,0.076,0,,0,0,,Pedro R.,,,0.0,2026-01,0,1667,8
PD-1000114,2025-04-27,23:19:08,160.461.540-21,(21) 999870107,Claro Móvel,Fibra 500MB,LOJA FÍSICA,SP-Capital,REC-200 - Automático,PENDENTE,499.9,0.0,1,13.9,-92.8,1.69,0,554,0.234,0,,0,0,,Carlos M.,,,0.0,2025-04,0,655,8
PD-1000115,2025-05-26,23:19:08,245.992.816-15,(85) 991189907,NET,Controle,APP,RS,,APROVADO,299.9,0.0,3,4.0,-25.0,15.62,0,772,0.339,0,,0,0,,Carlos M.,,,0.0,2025-05,0,337,1
PD-1000116,2025-05-27,23:19:08,723.865.624-22,(11) 991203698,Claro Residencial,Fibra 1GB,APP,SP-Capital,CAMP-VIP,APROVADO,29.9,0.0,16,3.5,357.1,15.74,0,573,0.251,0,,0,0,,Ana L.,,,0.0,2025-05,0,1473,6
PD-1000117,2026-02-26,23:19:08,942.376.769-45,(62) 991804542,Claro Residencial,Plano Família,TELEVENDAS B2C,DF,,CANCELADO,79.9,81.15,19,8.3,128.9,4.61,0,696,0.727,1,Conta Mula,0,0,CTR-61,Ana L.,Fechada,2026-03-06,90.41,2026-02,1,717,1
PD-1000118,2025-10-15,23:19:08,306.090.691-30,(62) 999153356,Claro Móvel,Controle,APP,SP-Interior,,CANCELADO,49.9,0.0,5,8.0,-37.5,8.39,0,510,0.025,0,,0,0,,Ana L.,,,0.0,2025-10,0,203,1
PD-1000119,2025-05-28,23:19:08,039.438.040-32,(61) 993462023,Claro Residencial,Fibra 1GB,E-COMMERCE,PE,,APROVADO,79.9,0.0,17,14.5,17.2,5.22,0,868,0.297,0,,0,0,,Juliana S.,,,0.0,2025-05,0,1725,7
PD-1000120,2025-12-24,23:19:08,431.884.852-00,(85) 999940560,Claro TV,Fibra 1GB,RETENÇÃO,RS,REC-200 - Automático,BLOQUEADO,99.9,1179.19,4,14.7,-72.8,3.76,0,623,0.906,1,Conta Mula,0,0,CTR-61,,Aberta,,153.33,2025-12,0,316,6
PD-1000121,2026-03-04,23:19:08,322.399.821-37,(51) 995623576,Claro Empresas,Pré-Pago,TELEVENDAS B2C,PR,,CANCELADO,199.9,664.01,12,13.4,-10.4,4.48,0,714,0.788,1,Fraude de Identidade,0,0,CTR-28,Juliana S.,Em andamento,2026-03-25,31.8,2026-03,1,813,8
PD-1000122,2025-05-18,23:19:08,095.431.735-05,(85) 993971899,Claro Residencial,Controle,RETENÇÃO,SP-Interior,,APROVADO,199.9,0.0,17,11.8,44.1,19.05,0,897,0.088,0,,0,0,,Carlos M.,,,0.0,2025-05,1,790,3
PD-1000123,2026-02-27,23:19:08,644.859.592-24,(85) 993430300,Claro Móvel,TV Plus,LOJA FÍSICA,DF,,APROVADO,199.9,0.0,15,6.4,134.4,13.48,0,865,0.088,0,,0,0,,Carlos M.,,,0.0,2026-02,0,515,2
PD-1000124,2026-02-09,23:19:08,919.409.610-55,(71) 996988074,Claro Móvel,Fibra 500MB,E-COMMERCE,SP-Interior,REC-100 - FPD,APROVADO,199.9,0.0,2,11.7,-82.9,2.47,0,894,0.255,0,,0,0,,,,,0.0,2026-02,0,1214,4
PD-1000125,2025-11-11,23:19:08,741.678.725-68,(71) 992204822,Claro Empresas,TV HD,LOJA FÍSICA,SP-Interior,REC-100 - FPD,APROVADO,79.9,0.0,0,1.3,-100.0,16.41,0,555,0.03,0,,0,0,,Carlos M.,,,0.0,2025-11,0,1336,8
PD-1000126,2025-06-03,23:19:08,701.277.063-24,(31) 994597283,Claro Móvel,Pré-Pago,LOJA FÍSICA,SP-Interior,CAMP-VIP,CANCELADO,499.9,3425.21,13,9.7,34.0,18.21,6,835,0.844,1,Chargeback,0,0,CTR-28,Carlos M.,Em andamento,2025-07-02,101.94,2025-06,1,1233,3
PD-1000127,2025-11-05,23:19:08,170.166.088-01,(62) 995110305,NET,CNPJ Básico,E-COMMERCE,CE,,APROVADO,499.9,0.0,18,8.5,111.8,19.31,0,787,0.125,0,,0,0,,Ana L.,,,0.0,2025-11,0,426,5
PD-1000128,2025-05-24,23:19:08,102.767.478-36,(71) 997962291,Claro Empresas,Pós-Pago,RETENÇÃO,RS,REC-100 - FPD,APROVADO,199.9,0.0,16,12.0,33.3,13.77,0,574,0.074,0,,0,0,,Ana L.,,,0.0,2025-05,1,142,6
PD-1000129,2025-09-20,23:19:08,343.524.082-40,(11) 999283822,NET,Fibra 1GB,LOJA FÍSICA,RS,CAMP-VIP,APROVADO,29.9,0.0,14,5.0,180.0,16.19,0,857,0.201,0,,0,0,,,,,0.0,2025-09,0,628,5
PD-1000130,2026-03-01,23:19:08,811.872.333-51,(11) 994302626,NET,TV HD,RETENÇÃO,SP-Capital,,CANCELADO,99.9,523.7,9,2.2,309.1,17.81,0,800,0.852,1,Conta Mula,0,0,CTR-12,Pedro R.,Fechada,2026-03-15,56.41,2026-03,0,452,8
PD-1000131,2025-04-14,23:19:08,762.126.796-92,(81) 998546564,Claro Empresas,CNPJ Avançado,RETENÇÃO,BA,,APROVADO,49.9,0.0,19,7.5,153.3,4.54,0,782,0.202,0,,0,0,,Pedro R.,,,0.0,2025-04,1,1426,7
PD-1000132,2025-09-06,23:19:08,186.375.998-05,(71) 992482120,Claro Residencial,Controle,LOJA FÍSICA,BA,,APROVADO,79.9,0.0,5,2.5,100.0,7.99,0,689,0.254,0,,0,0,,Juliana S.,,,0.0,2025-09,0,161,6
PD-1000133,2025-12-19,23:19:08,967.629.160-32,(51) 999021738,Claro Empresas,TV Plus,APP,RS,,APROVADO,299.9,0.0,11,6.8,61.8,18.53,0,841,0.218,0,,0,0,,Pedro R.,,,0.0,2025-12,0,599,4
PD-1000134,2026-03-24,23:19:08,729.420.954-81,(51) 999629651,Claro TV,Pós-Pago,LOJA FÍSICA,PE,,CANCELADO,99.9,0.0,19,11.5,65.2,12.19,0,823,0.144,0,,0,0,,Pedro R.,,,0.0,2026-03,0,924,5
PD-1000135,2026-01-14,23:19:08,456.504.481-83,(31) 991585592,Claro TV,Fibra 1GB,LOJA FÍSICA,DF,,PENDENTE,299.9,723.16,7,5.6,25.0,1.91,0,885,0.708,1,Fraude Corporativa,0,0,CTR-28,,Fechada,2026-01-20,29.69,2026-01,1,1557,8
PD-1000136,2025-04-26,23:19:08,002.255.794-15,(61) 993068039,Claro Residencial,Pós-Pago,RETENÇÃO,SP-Interior,,APROVADO,99.9,0.0,9,8.3,8.4,18.09,0,705,0.173,0,,0,0,,Juliana S.,,,0.0,2025-04,0,968,3
PD-1000137,2025-04-14,23:19:08,210.447.898-56,(31) 995750102,Claro Residencial,Controle,E-COMMERCE,PE,,APROVADO,99.9,0.0,9,1.9,373.7,8.25,0,683,0.203,0,,0,0,,Ana L.,,,0.0,2025-04,0,1792,6
PD-1000138,2025-06-03,23:19:08,199.410.137-21,(61) 992055673,Claro Móvel,Plano Família,RETENÇÃO,SP-Capital,CAMP-VIP,APROVADO,99.9,0.0,11,9.3,18.3,11.05,0,736,0.144,0,,0,0,,Carlos M.,,,0.0,2025-06,0,882,2
PD-1000139,2026-02-01,23:19:08,973.638.318-28,(61) 996852237,Claro Residencial,Pós-Pago,LOJA FÍSICA,SP-Capital,PROMO-500 - Móvel,APROVADO,299.9,0.0,6,5.6,7.1,5.93,0,673,0.198,0,,0,0,,Carlos M.,,,0.0,2026-02,0,608,3
PD-1000140,2025-10-20,23:19:08,299.629.145-04,(71) 991456225,Claro Residencial,CNPJ Básico,TELEVENDAS B2C,PE,,CANCELADO,99.9,820.8,14,4.7,197.9,6.56,1,621,0.716,1,Chargeback,0,0,CTR-61,,,,141.7,2025-10,0,812,1
PD-1000141,2026-01-02,23:19:08,623.869.222-19,(71) 994040453,Claro TV,CNPJ Avançado,TELEVENDAS B2C,PE,,APROVADO,49.9,0.0,18,3.1,480.6,19.23,0,798,0.105,0,,0,0,,Juliana S.,,,0.0,2026-01,0,132,8
PD-1000142,2025-06-30,23:19:08,158.935.712-66,(21) 991547674,Claro Móvel,Fibra 200MB,TELEVENDAS B2C,SP-Capital,PROMO-500 - Móvel,PENDENTE,199.9,0.0,7,12.1,-42.1,11.19,0,717,0.03,0,,0,0,,Juliana S.,,,0.0,2025-06,0,372,8
PD-1000143,2025-06-15,23:19:08,903.628.917-75,(71) 996383228,Claro Residencial,Plano Família,TELEVENDAS B2C,RJ,,APROVADO,199.9,0.0,7,1.2,483.3,1.18,0,527,0.062,0,,0,0,,Ana L.,,,0.0,2025-06,1,21,4
PD-1000144,2025-07-16,23:19:08,965.075.273-54,(61) 994691890,Claro Residencial,Fibra 200MB,RETENÇÃO,DF,,APROVADO,499.9,0.0,3,7.0,-57.1,13.74,0,859,0.033,0,,0,0,,Juliana S.,,,0.0,2025-07,0,291,8
PD-1000145,2025-09-03,23:19:08,446.306.000-25,(85) 995326278,Claro Residencial,CNPJ Avançado,E-COMMERCE,PR,CAMP-VIP,CANCELADO,99.9,907.28,2,3.4,-41.2,18.89,0,587,0.722,1,Fraude de Identidade,0,0,CTR-28,Ana L.,Aberta,2025-09-26,184.4,2025-09,0,96,3
PD-1000146,2025-08-24,23:19:08,155.668.473-23,(71) 995925346,NET,Pós-Pago,APP,MG,REC-100 - FPD,APROVADO,79.9,0.0,0,11.0,-100.0,2.73,0,840,0.281,0,,0,0,,Pedro R.,,,0.0,2025-08,1,1668,7
PD-1000147,2026-02-27,23:19:08,213.524.787-12,(61) 995613782,Claro Empresas,TV HD,E-COMMERCE,RJ,,APROVADO,149.9,0.0,20,5.5,263.6,14.13,0,562,0.172,0,,0,0,,,,,0.0,2026-02,0,375,5
PD-1000148,2025-10-09,23:19:08,962.229.270-65,(41) 997452417,Claro TV,CNPJ Básico,APP,DF,PROMO-500 - Móvel,CANCELADO,49.9,148.64,15,5.8,158.6,12.95,0,645,0.702,1,Conta Mula,0,0,CTR-42,Juliana S.,Fechada,,183.82,2025-10,0,302,4
PD-1000149,2025-07-31,23:19:08,575.983.399-14,(11) 993270602,Claro Residencial,TV HD,APP,CE,,APROVADO,29.9,0.0,5,2.2,127.3,2.89,0,758,0.036,0,,0,0,,,,,0.0,2025-07,1,1428,6
PD-1000150,2025-10-24,23:19:08,542.960.807-06,(41) 994033072,Claro Empresas,Controle,E-COMMERCE,BA,PROMO-500 - Móvel,APROVADO,99.9,0.0,15,1.5,900.0,6.54,0,808,0.027,0,,0,0,,Pedro R.,,,0.0,2025-10,1,652,2
PD-1000151,2025-05-17,23:19:08,600.767.620-90,(21) 994711426,Claro Residencial,Pré-Pago,TELEVENDAS B2C,RS,PROMO-500 - Móvel,APROVADO,79.9,0.0,8,8.8,-9.1,5.75,0,868,0.331,0,,0,0,,Ana L.,,,0.0,2025-05,1,770,3
PD-1000152,2026-03-08,23:19:08,991.872.401-07,(85) 993778984,Claro TV,CNPJ Básico,LOJA FÍSICA,PR,,APROVADO,29.9,0.0,6,11.4,-47.4,18.27,0,720,0.23,0,,0,0,,Ana L.,,,0.0,2026-03,0,603,5
PD-1000153,2025-04-04,23:19:08,822.512.073-46,(61) 994449004,Claro TV,TV Plus,APP,DF,CAMP-VIP,APROVADO,79.9,0.0,10,7.5,33.3,1.22,0,664,0.214,0,,0,0,,,,,0.0,2025-04,0,147,6
PD-1000154,2026-03-10,23:19:08,577.027.278-57,(71) 990939897,NET,TV HD,LOJA FÍSICA,CE,,PENDENTE,79.9,0.0,12,10.2,17.6,9.12,0,653,0.317,0,,0,0,,Pedro R.,,,0.0,2026-03,0,549,3
PD-1000155,2025-12-05,23:19:08,359.966.057-79,(85) 990625391,NET,Fibra 500MB,TELEVENDAS B2C,BA,,APROVADO,199.9,1393.32,0,13.4,-100.0,8.95,0,821,0.843,1,Fraude de Identidade,0,0,CTR-12,Pedro R.,Em andamento,2025-12-15,32.23,2025-12,0,1771,7
PD-1000156,2025-04-16,23:19:08,847.951.371-16,(31) 994838090,Claro Residencial,Combo Família,LOJA FÍSICA,SP-Interior,,APROVADO,499.9,0.0,18,7.1,153.5,8.64,0,555,0.236,0,,0,0,,Juliana S.,,,0.0,2025-04,1,1275,5
PD-1000157,2025-04-16,23:19:08,936.392.649-57,(85) 992210769,NET,Fibra 1GB,E-COMMERCE,MG,REC-100 - FPD,APROVADO,199.9,0.0,16,10.4,53.8,1.51,0,834,0.098,0,,0,0,,Ana L.,,,0.0,2025-04,0,1558,1
PD-1000158,2025-08-12,23:19:08,561.497.840-36,(62) 990919088,Claro Empresas,TV Plus,TELEVENDAS B2C,SP-Capital,REC-100 - FPD,PENDENTE,49.9,0.0,20,12.9,55.0,2.59,0,604,0.063,0,,0,0,,Pedro R.,,,0.0,2025-08,0,1048,2
PD-1000159,2025-12-26,23:19:08,842.599.599-61,(11) 990495294,Claro Residencial,Fibra 1GB,APP,RJ,REC-100 - FPD,APROVADO,49.9,0.0,12,1.1,990.9,6.66,0,618,0.18,0,,0,0,,Juliana S.,,,0.0,2025-12,0,626,3
PD-1000160,2025-04-16,23:19:08,083.863.794-02,(71) 995708456,NET,Pré-Pago,APP,RS,,CANCELADO,99.9,0.0,15,8.3,80.7,9.4,0,579,0.321,0,,0,0,,Juliana S.,,,0.0,2025-04,0,578,7
PD-1000161,2025-05-25,23:19:08,974.192.676-49,(31) 991668347,Claro Empresas,Fibra 1GB,TELEVENDAS B2C,PR,PROMO-500 - Móvel,CANCELADO,99.9,301.02,6,3.5,71.4,171.3,0,532,0.688,1,Fraude de Alto Uso (Dados),0,0,CTR-28,,Fechada,,161.21,2025-05,1,1501,8
PD-1000162,2026-01-10,23:19:08,341.034.699-67,(41) 993895346,Claro Móvel,Pós-Pago,RETENÇÃO,SP-Interior,,APROVADO,149.9,0.0,13,9.3,39.8,12.17,0,541,0.162,0,,0,0,,Ana L.,,,0.0,2026-01,0,408,2
PD-1000163,2025-04-05,23:19:08,158.814.458-22,(11) 997175962,Claro Móvel,Plano Família,RETENÇÃO,PE,,PENDENTE,199.9,0.0,5,1.9,163.2,14.42,0,605,0.017,0,,0,0,,,,,0.0,2025-04,0,1115,7
PD-1000164,2025-05-14,23:19:08,071.396.605-58,(41) 990189536,Claro Móvel,Fibra 500MB,E-COMMERCE,MG,,APROVADO,199.9,1416.22,3,1.0,200.0,132.47,0,272,0.742,1,Fraude de Alto Uso (Dados),1,5,CTR-74,,Em andamento,,117.27,2025-05,0,123,8
PD-1000165,2025-12-24,23:19:08,684.748.836-07,(71) 996253500,NET,Pré-Pago,RETENÇÃO,CE,,PENDENTE,99.9,0.0,7,8.8,-20.5,4.37,0,865,0.327,0,,0,0,,Juliana S.,,,0.0,2025-12,0,1808,4
PD-1000166,2025-11-28,23:19:08,349.292.983-16,(85) 998207638,NET,CNPJ Avançado,E-COMMERCE,MG,,APROVADO,299.9,0.0,20,13.8,44.9,19.31,0,802,0.226,0,,0,0,,Ana L.,,,0.0,2025-11,0,625,2
PD-1000167,2025-05-03,23:19:08,083.863.794-02,(71) 995708456,Claro Residencial,Pré-Pago,APP,RS,REC-100 - FPD,APROVADO,99.9,0.0,7,3.1,125.8,14.62,0,579,0.078,0,,0,0,,,,,0.0,2025-05,0,1451,1
PD-1000168,2025-11-27,23:19:08,480.940.476-04,(51) 990960109,NET,Fibra 1GB,E-COMMERCE,DF,,APROVADO,79.9,0.0,20,12.6,58.7,14.74,0,515,0.154,0,,0,0,,,,,0.0,2025-11,0,1754,5
PD-1000169,2025-05-03,23:19:08,586.241.502-74,(61) 997215646,Claro Empresas,Pré-Pago,RETENÇÃO,RS,,APROVADO,49.9,0.0,3,8.0,-62.5,9.75,0,634,0.335,0,,0,0,,,,,0.0,2025-05,0,1318,4
PD-1000170,2026-03-15,23:19:08,614.244.260-78,(21) 999839576,Claro TV,Fibra 500MB,RETENÇÃO,PE,,PENDENTE,299.9,2061.07,4,6.3,-36.5,14.33,0,678,0.987,1,Fraude de Subscrição,0,0,CTR-30,,Aberta,2026-03-30,48.79,2026-03,0,1215,3
PD-1000171,2025-09-08,23:19:08,420.165.423-56,(81) 997977556,Claro Residencial,Combo Família,LOJA FÍSICA,CE,,APROVADO,79.9,0.0,0,11.3,-100.0,15.52,0,852,0.224,0,,0,0,,Juliana S.,,,0.0,2025-09,0,974,3
PD-1000172,2025-10-28,23:19:08,345.957.640-38,(21) 997062972,Claro Empresas,Fibra 200MB,E-COMMERCE,BA,,APROVADO,499.9,0.0,12,8.9,34.8,10.2,0,896,0.205,0,,0,0,,Pedro R.,,,0.0,2025-10,0,1405,5
PD-1000173,2025-08-14,23:19:08,365.203.758-30,(62) 995207491,Claro Móvel,TV Plus,TELEVENDAS B2C,PR,,CANCELADO,149.9,0.0,9,7.5,20.0,3.14,0,548,0.283,0,,0,0,,Pedro R.,,,0.0,2025-08,1,1502,2
PD-1000174,2025-08-22,23:19:08,967.066.703-36,(31) 997232405,Claro Empresas,TV Plus,E-COMMERCE,CE,REC-100 - FPD,CANCELADO,299.9,3189.2,19,10.0,90.0,4.17,0,369,0.653,1,Fraude de Identidade,1,0,CTR-28,Juliana S.,Em andamento,,17.43,2025-08,0,1133,1
PD-1000175,2025-12-29,23:19:08,467.065.627-29,(85) 990452421,Claro Residencial,Fibra 200MB,APP,BA,,PENDENTE,99.9,0.0,3,1.0,200.0,15.63,0,803,0.132,0,,0,0,,Pedro R.,,,0.0,2025-12,0,1366,4
PD-1000176,2025-08-07,23:19:08,244.182.226-18,(62) 996873288,Claro Móvel,TV Plus,LOJA FÍSICA,RJ,REC-200 - Automático,PENDENTE,199.9,0.0,0,14.4,-100.0,3.84,0,787,0.304,0,,0,0,,Carlos M.,,,0.0,2025-08,0,1475,7
PD-1000177,2025-05-17,23:19:08,319.213.424-91,(31) 998763038,Claro Empresas,Combo Família,LOJA FÍSICA,DF,CAMP-VIP,CANCELADO,149.9,0.0,11,2.4,358.3,8.36,0,830,0.016,0,,0,0,,,,,0.0,2025-05,0,603,7
PD-1000178,2026-01-11,23:19:08,991.062.272-36,(31) 997029809,Claro Móvel,TV Plus,RETENÇÃO,BA,,PENDENTE,299.9,0.0,20,7.6,163.2,3.25,0,802,0.32,0,,0,0,,Carlos M.,,,0.0,2026-01,1,1537,4
PD-1000179,2025-10-02,23:19:08,442.947.742-22,(62) 994904531,Claro Móvel,Controle,TELEVENDAS B2C,BA,CAMP-VIP,APROVADO,29.9,159.29,8,9.3,-14.0,3.5,0,631,0.753,1,Clonagem de SIM,0,0,CTR-53,Juliana S.,Fechada,2025-10-04,81.79,2025-10,0,259,2
PD-1000180,2025-09-18,23:19:08,041.454.563-50,(31) 990686005,Claro Empresas,Combo Família,RETENÇÃO,SP-Capital,REC-200 - Automático,APROVADO,79.9,0.0,13,3.6,261.1,15.59,0,526,0.057,0,,0,0,,Ana L.,,,0.0,2025-09,0,1327,5
PD-1000181,2025-04-10,23:19:08,851.553.334-26,(51) 993908736,Claro TV,TV HD,LOJA FÍSICA,MG,,APROVADO,199.9,0.0,17,12.0,41.7,6.48,0,895,0.142,0,,0,0,,Pedro R.,,,0.0,2025-04,1,1737,4
PD-1000182,2025-07-19,23:19:08,571.219.881-92,(81) 998293739,Claro TV,Controle,RETENÇÃO,CE,,APROVADO,49.9,0.0,9,5.9,52.5,7.33,0,782,0.34,0,,0,0,,,,,0.0,2025-07,1,1518,4
PD-1000183,2025-05-30,23:19:08,612.751.562-77,(62) 996912261,Claro Residencial,Pós-Pago,E-COMMERCE,MG,,APROVADO,499.9,0.0,7,10.0,-30.0,18.54,0,514,0.275,0,,0,0,,Pedro R.,,,0.0,2025-05,0,1118,4
PD-1000184,2026-01-04,23:19:08,096.179.817-89,(11) 994863789,Claro TV,CNPJ Avançado,LOJA FÍSICA,BA,,APROVADO,199.9,0.0,18,3.4,429.4,13.7,0,608,0.068,0,,0,0,,Carlos M.,,,0.0,2026-01,0,1029,6
PD-1000185,2025-09-30,23:19:08,800.370.033-22,(85) 995359632,Claro Empresas,Pós-Pago,RETENÇÃO,PR,,APROVADO,149.9,1138.06,16,1.7,841.2,17.18,0,698,0.962,1,Fraude de Identidade,0,0,CTR-30,Juliana S.,Em andamento,,131.34,2025-09,0,290,5
PD-1000186,2025-12-21,23:19:08,164.772.512-95,(81) 998853571,Claro TV,Pós-Pago,RETENÇÃO,BA,,APROVADO,99.9,140.17,18,4.6,291.3,9.73,0,510,0.752,0,,0,0,CTR-12,Ana L.,Em andamento,2025-12-28,90.04,2025-12,0,141,4
PD-1000187,2026-02-18,23:19:08,477.866.032-42,(11) 994335179,Claro Empresas,Combo Família,TELEVENDAS B2C,RS,CAMP-VIP,APROVADO,49.9,0.0,15,13.5,11.1,10.61,0,837,0.023,0,,0,0,,Ana L.,,,0.0,2026-02,1,1695,7
PD-1000188,2025-09-03,23:19:08,082.771.812-98,(31) 996594565,Claro Móvel,Fibra 500MB,TELEVENDAS B2C,BA,REC-100 - FPD,PENDENTE,499.9,4965.93,6,11.2,-46.4,18.61,0,665,0.789,1,Clonagem de SIM,0,0,CTR-30,Juliana S.,,2025-09-12,175.18,2025-09,0,1506,8
PD-1000189,2025-10-05,23:19:08,822.512.073-46,(61) 994449004,Claro Residencial,Combo Família,RETENÇÃO,DF,,APROVADO,79.9,0.0,9,12.4,-27.4,5.27,0,664,0.032,0,,0,0,,Juliana S.,,,0.0,2025-10,0,881,5
PD-1000190,2025-04-21,23:19:08,296.136.715-77,(85) 997798939,Claro Empresas,Combo Família,APP,SP-Interior,,APROVADO,199.9,0.0,1,8.5,-88.2,3.13,0,543,0.02,0,,0,0,,,,,0.0,2025-04,0,1706,6
PD-1000191,2025-05-13,23:19:08,085.368.663-26,(71) 993700926,Claro Móvel,TV Plus,APP,RS,,APROVADO,149.9,0.0,9,5.1,76.5,4.23,0,540,0.188,0,,0,0,,,,,0.0,2025-05,0,1539,8
PD-1000192,2025-10-01,23:19:08,214.105.276-98,(21) 999927662,NET,Pré-Pago,APP,CE,REC-100 - FPD,CANCELADO,199.9,0.0,15,10.9,37.6,7.24,0,742,0.136,0,,0,0,,,,,0.0,2025-10,1,294,2
